step,intersection_id,vehicle_count,queue_length,waiting_time,average_speed,congestion_level
68,node_0_1,7,0,0.0,11.17,0
69,node_0_1,8,1,1.0,11.22,0
70,node_0_1,8,1,2.0,10.99,0
71,node_0_1,9,1,3.0,11.44,0
72,node_0_1,9,1,4.0,11.48,0
73,node_0_1,9,1,5.0,11.35,0
74,node_0_1,9,1,6.0,11.26,0
75,node_0_1,9,1,7.0,11.45,0
76,node_0_1,9,1,8.0,11.59,0
77,node_0_1,9,1,9.0,11.64,0
78,node_0_1,10,1,10.0,11.25,0
79,node_0_1,10,1,11.0,10.64,0
80,node_0_1,10,1,12.0,10.06,0
81,node_0_1,10,1,13.0,10.25,0
82,node_0_1,10,2,15.0,10.36,0
83,node_0_1,10,2,17.0,10.13,1
84,node_0_1,9,2,19.0,9.8,1
85,node_0_1,8,2,21.0,9.65,1
86,node_0_1,8,2,23.0,9.61,1
87,node_0_1,9,2,25.0,9.7,1
88,node_0_1,9,2,27.0,9.5,1
89,node_0_1,9,2,29.0,9.11,1
90,node_0_1,9,2,31.0,8.35,1
91,node_0_1,6,0,0.0,12.86,0
92,node_0_1,6,0,0.0,12.76,0
93,node_0_1,8,0,0.0,12.6,0
94,node_0_1,8,0,0.0,12.49,0
95,node_0_1,8,0,0.0,12.45,0
96,node_0_1,9,0,0.0,12.16,0
97,node_0_1,8,0,0.0,12.22,0
98,node_0_1,8,0,0.0,12.2,0
99,node_0_1,8,0,0.0,12.51,0
100,node_0_1,8,0,0.0,12.55,0
1,node_0_1,0,0,0.0,13.89,0
2,node_0_1,0,0,0.0,13.89,0
3,node_0_1,0,0,0.0,13.89,0
4,node_0_1,1,0,0.0,13.89,0
5,node_0_1,2,0,0.0,12.41,0
6,node_0_1,2,0,0.0,11.77,0
7,node_0_1,2,0,0.0,12.3,0
8,node_0_1,3,0,0.0,12.85,0
9,node_0_1,4,0,0.0,12.8,0
10,node_0_1,4,0,0.0,12.68,0
11,node_0_1,4,0,0.0,12.6,0
12,node_0_1,5,0,0.0,13.07,0
13,node_0_1,6,0,0.0,12.7,0
14,node_0_1,6,0,0.0,12.6,0
15,node_0_1,6,0,0.0,12.68,0
16,node_0_1,7,0,0.0,12.6,0
17,node_0_1,8,0,0.0,12.91,0
18,node_0_1,8,0,0.0,12.92,0
19,node_0_1,8,0,0.0,12.7,0
20,node_0_1,9,0,0.0,12.8,0
21,node_0_1,10,0,0.0,12.89,0
22,node_0_1,10,0,0.0,12.64,0
23,node_0_1,10,0,0.0,12.74,0
24,node_0_1,11,0,0.0,12.66,0
25,node_0_1,12,0,0.0,12.62,0
26,node_0_1,12,0,0.0,12.66,0
27,node_0_1,12,0,0.0,12.81,0
28,node_0_1,13,0,0.0,12.8,0
29,node_0_1,14,0,0.0,12.79,0
30,node_0_1,14,0,0.0,12.62,0
31,node_0_1,14,0,0.0,12.85,0
32,node_0_1,15,0,0.0,12.63,0
33,node_0_1,16,0,0.0,12.87,0
34,node_0_1,16,0,0.0,12.86,0
35,node_0_1,16,0,0.0,12.71,0
36,node_0_1,17,0,0.0,12.73,0
37,node_0_1,18,0,0.0,12.63,0
38,node_0_1,18,0,0.0,12.67,0
39,node_0_1,18,0,0.0,12.64,0
40,node_0_1,19,0,0.0,12.75,0
41,node_0_1,19,0,0.0,12.73,0
42,node_0_1,20,0,0.0,12.9,0
43,node_0_1,20,0,0.0,12.75,0
44,node_0_1,21,0,0.0,12.93,0
45,node_0_1,22,0,0.0,12.32,0
46,node_0_1,21,0,0.0,12.22,0
47,node_0_1,21,0,0.0,12.09,0
48,node_0_1,23,0,0.0,12.01,0
49,node_0_1,24,1,1.0,11.9,0
50,node_0_1,24,1,2.0,11.78,0
51,node_0_1,24,1,3.0,11.63,0
52,node_0_1,27,2,5.0,11.8,0
53,node_0_1,28,2,7.0,11.8,0
54,node_0_1,26,2,9.0,11.69,0
55,node_0_1,26,2,11.0,11.44,0
56,node_0_1,28,2,13.0,11.43,0
57,node_0_1,29,2,15.0,11.18,0
58,node_0_1,31,2,17.0,11.15,1
59,node_0_1,32,4,21.0,11.22,1
60,node_0_1,32,4,25.0,11.25,1
61,node_0_1,34,4,29.0,11.33,1
62,node_0_1,33,4,33.0,11.16,1
63,node_0_1,33,4,37.0,11.11,1
64,node_0_1,34,4,41.0,11.13,1
65,node_0_1,36,4,45.0,10.99,1
66,node_0_1,35,4,49.0,10.75,1
67,node_0_1,35,5,54.0,10.68,1
68,node_0_1,36,6,60.0,10.84,1
69,node_0_1,37,6,66.0,10.71,1
70,node_0_1,36,6,72.0,10.68,1
71,node_0_1,36,6,78.0,10.36,1
72,node_0_1,38,6,84.0,10.29,2
73,node_0_1,39,6,90.0,10.2,2
74,node_0_1,38,6,96.0,10.03,2
75,node_0_1,38,7,103.0,9.91,2
76,node_0_1,40,8,111.0,10.1,2
77,node_0_1,41,8,119.0,9.9,2
78,node_0_1,41,8,127.0,9.64,2
79,node_0_1,41,9,136.0,9.47,2
80,node_0_1,42,9,145.0,9.43,2
81,node_0_1,43,10,155.0,9.58,2
82,node_0_1,43,10,165.0,9.55,2
83,node_0_1,43,11,176.0,9.32,2
84,node_0_1,44,11,187.0,9.57,2
85,node_0_1,45,11,198.0,9.59,2
86,node_0_1,42,11,209.0,9.08,2
87,node_0_1,42,11,220.0,8.8,2
88,node_0_1,44,11,231.0,8.76,2
89,node_0_1,45,11,242.0,8.59,2
90,node_0_1,45,13,255.0,8.45,2
91,node_0_1,45,14,269.0,8.28,2
92,node_0_1,46,14,283.0,8.29,2
93,node_0_1,49,16,299.0,8.55,2
94,node_0_1,47,16,315.0,8.14,2
95,node_0_1,46,16,331.0,7.87,2
96,node_0_1,47,16,347.0,7.59,2
97,node_0_1,48,16,363.0,7.31,2
98,node_0_1,48,18,381.0,7.14,2
99,node_0_1,48,20,401.0,6.95,2
100,node_0_1,49,20,421.0,7.02,2
