step,intersection_id,vehicle_count,queue_length,waiting_time,average_speed,congestion_level
47,node_1_0,5,0,0.0,12.47,0
48,node_1_0,5,0,0.0,12.74,0
49,node_1_0,5,0,0.0,12.58,0
50,node_1_0,5,0,0.0,12.46,0
51,node_1_0,5,0,0.0,12.13,0
52,node_1_0,6,0,0.0,11.54,0
53,node_1_0,6,0,0.0,10.93,0
54,node_1_0,6,0,0.0,10.77,0
55,node_1_0,6,1,1.0,10.71,0
56,node_1_0,6,1,2.0,10.81,0
57,node_1_0,6,1,3.0,10.96,0
58,node_1_0,6,1,4.0,10.74,0
59,node_1_0,6,1,5.0,10.08,0
60,node_1_0,6,1,6.0,8.24,0
61,node_1_0,6,1,7.0,8.19,0
62,node_1_0,6,2,9.0,8.16,0
63,node_1_0,7,2,11.0,8.99,0
64,node_1_0,7,2,13.0,8.92,0
65,node_1_0,7,2,15.0,8.96,0
66,node_1_0,7,2,17.0,9.12,1
67,node_1_0,8,2,19.0,9.59,1
68,node_1_0,9,2,21.0,9.78,1
69,node_1_0,10,2,23.0,9.66,1
70,node_1_0,10,2,25.0,9.95,1
71,node_1_0,10,2,27.0,10.01,1
72,node_1_0,10,2,29.0,10.0,1
73,node_1_0,10,2,31.0,9.37,1
74,node_1_0,10,2,33.0,8.92,1
75,node_1_0,10,2,35.0,8.9,1
76,node_1_0,10,2,37.0,8.57,1
77,node_1_0,10,3,40.0,8.65,1
78,node_1_0,11,3,43.0,8.95,1
79,node_1_0,11,3,46.0,8.98,1
80,node_1_0,11,3,49.0,9.11,1
81,node_1_0,11,3,52.0,8.99,1
82,node_1_0,12,3,55.0,9.18,1
83,node_1_0,12,3,58.0,9.25,1
84,node_1_0,12,3,61.0,9.16,1
85,node_1_0,12,3,64.0,9.22,1
86,node_1_0,12,3,67.0,9.18,1
87,node_1_0,12,3,70.0,8.89,1
88,node_1_0,12,3,73.0,8.8,1
89,node_1_0,12,3,76.0,8.53,1
90,node_1_0,12,3,79.0,8.12,1
91,node_1_0,11,1,15.0,10.15,0
92,node_1_0,11,0,0.0,10.27,0
93,node_1_0,11,0,0.0,10.6,0
94,node_1_0,9,0,0.0,12.31,0
95,node_1_0,9,0,0.0,12.16,0
96,node_1_0,9,0,0.0,12.19,0
97,node_1_0,10,0,0.0,12.47,0
98,node_1_0,10,0,0.0,12.27,0
99,node_1_0,10,0,0.0,12.33,0
100,node_1_0,10,0,0.0,11.66,0
1,node_1_0,0,0,0.0,13.89,0
2,node_1_0,1,0,0.0,13.03,0
3,node_1_0,1,0,0.0,12.56,0
4,node_1_0,1,0,0.0,12.2,0
5,node_1_0,1,0,0.0,12.77,0
6,node_1_0,3,0,0.0,13.07,0
7,node_1_0,3,0,0.0,12.33,0
8,node_1_0,3,0,0.0,11.96,0
9,node_1_0,3,0,0.0,12.58,0
10,node_1_0,5,0,0.0,12.45,0
11,node_1_0,5,0,0.0,12.16,0
12,node_1_0,5,0,0.0,12.57,0
13,node_1_0,5,0,0.0,12.18,0
14,node_1_0,7,0,0.0,12.32,0
15,node_1_0,7,0,0.0,11.94,0
16,node_1_0,7,0,0.0,11.8,0
17,node_1_0,7,0,0.0,11.69,0
18,node_1_0,9,0,0.0,12.49,0
19,node_1_0,9,0,0.0,12.31,0
20,node_1_0,9,0,0.0,12.21,0
21,node_1_0,9,0,0.0,12.14,0
22,node_1_0,11,0,0.0,12.49,0
23,node_1_0,11,0,0.0,12.58,0
24,node_1_0,11,0,0.0,12.39,0
25,node_1_0,11,0,0.0,12.42,0
26,node_1_0,13,0,0.0,12.65,0
27,node_1_0,13,0,0.0,12.42,0
28,node_1_0,13,0,0.0,12.67,0
29,node_1_0,13,0,0.0,12.56,0
30,node_1_0,15,0,0.0,12.76,0
31,node_1_0,15,0,0.0,12.62,0
32,node_1_0,15,0,0.0,12.5,0
33,node_1_0,15,0,0.0,12.44,0
34,node_1_0,17,0,0.0,12.64,0
35,node_1_0,17,0,0.0,12.47,0
36,node_1_0,17,0,0.0,12.61,0
37,node_1_0,17,0,0.0,12.49,0
38,node_1_0,19,0,0.0,12.59,0
39,node_1_0,19,0,0.0,12.61,0
40,node_1_0,19,0,0.0,12.56,0
41,node_1_0,19,0,0.0,12.31,0
42,node_1_0,21,0,0.0,12.12,0
43,node_1_0,21,0,0.0,11.74,0
44,node_1_0,21,1,1.0,11.46,0
45,node_1_0,21,2,3.0,11.42,0
46,node_1_0,21,0,0.0,12.66,0
47,node_1_0,21,0,0.0,12.52,0
48,node_1_0,21,0,0.0,12.28,0
49,node_1_0,21,0,0.0,12.36,0
50,node_1_0,22,0,0.0,12.41,0
51,node_1_0,22,0,0.0,12.22,0
52,node_1_0,22,1,1.0,12.07,0
53,node_1_0,22,1,2.0,11.76,0
54,node_1_0,24,1,3.0,11.88,0
55,node_1_0,25,1,4.0,11.28,0
56,node_1_0,24,2,6.0,10.89,0
57,node_1_0,25,2,8.0,10.63,0
58,node_1_0,27,2,10.0,10.66,0
59,node_1_0,25,3,13.0,10.51,1
60,node_1_0,25,3,16.0,10.31,1
61,node_1_0,26,4,20.0,10.09,1
62,node_1_0,28,5,25.0,10.3,1
63,node_1_0,27,5,30.0,10.11,1
64,node_1_0,27,5,35.0,10.18,1
65,node_1_0,27,5,40.0,9.92,1
66,node_1_0,29,6,46.0,9.83,1
67,node_1_0,28,6,52.0,9.64,1
68,node_1_0,28,7,59.0,9.63,1
69,node_1_0,30,7,66.0,9.51,1
70,node_1_0,32,7,73.0,9.91,1
71,node_1_0,34,7,80.0,9.91,1
72,node_1_0,33,7,87.0,9.8,2
73,node_1_0,35,8,95.0,9.64,2
74,node_1_0,37,8,103.0,9.87,2
75,node_1_0,38,8,111.0,9.83,2
76,node_1_0,38,9,120.0,9.79,2
77,node_1_0,38,9,129.0,9.78,2
78,node_1_0,40,9,138.0,9.94,2
79,node_1_0,40,9,147.0,9.8,2
80,node_1_0,40,9,156.0,9.59,2
81,node_1_0,40,9,165.0,9.52,2
82,node_1_0,42,9,174.0,9.44,2
83,node_1_0,42,10,184.0,9.36,2
84,node_1_0,42,11,195.0,9.32,2
85,node_1_0,42,11,206.0,9.24,2
86,node_1_0,44,11,217.0,9.39,2
87,node_1_0,44,11,228.0,9.18,2
88,node_1_0,44,11,239.0,9.05,2
89,node_1_0,44,12,251.0,8.98,2
90,node_1_0,46,13,264.0,9.11,2
91,node_1_0,47,13,277.0,9.1,2
92,node_1_0,46,13,290.0,8.99,2
93,node_1_0,46,13,303.0,8.78,2
94,node_1_0,48,13,316.0,8.76,2
95,node_1_0,49,13,329.0,8.53,2
96,node_1_0,49,14,343.0,8.49,2
97,node_1_0,49,16,359.0,8.2,2
98,node_1_0,51,16,375.0,8.28,2
99,node_1_0,51,17,392.0,8.18,2
100,node_1_0,51,18,410.0,8.14,2
